Recording	Participant	Timeline	TOI	Interval	Media	AOI	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		947	158	103	183	6	304362	183	preparation_text		2,47897	783	157	103	183	5	304362	183	2,47951	977	326	297	353	3	304362	297	1057	352	320	387	3	304339	320	0			0			3	304339	304659	120,29													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		550	183	143	213	3	193805	143	preparation_text		2,40981	550	183	143	213	3	193805	143	2,40981	563	282	193	370	2	193805	370	617	308	220	397	2	193778	397	0			0			1	196228	194175	157,37													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		270	135	120	150	2	423806	150	preparation_text		2,59301	270	135	120	150	2	423806	150	2,59301	283	283	283	283	1	423806	283	310	310	310	310	1	423779	310	0			0			1	423779	424089	196,47													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		1210	202	127	310	6	84044	310	preparation_text		2,5008	1210	202	127	310	6	84044	310	2,5008	1240	310	173	563	4	84044	310	1380	345	207	610	4	84014	340	0			0			2	84014	84354	140													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		950	238	150	377	4	116461	237	preparation_text		2,46835	950	238	150	377	4	116461	237	2,46835	977	326	150	450	3	116461	450	1083	361	187	493	3	116418	493	0			0			1	116418	116911	311,79													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		240	240	240	240	1	348186	240	preparation_text		2,27674	240	240	240	240	1	348186	240	2,27674	240	240	240	240	1	348186	240	267	267	267	267	1	348159	267	0			0			0	348159	348426	142,48													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		1423	237	160	470	6	268402	160	preparation_text		2,66043	1423	237	160	470	6	268402	160	2,66043	1443	289	160	470	5	268402	160	1583	317	180	497	5	268382	180	0			0			1	268382	268562	99,5													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		537	537	537	537	1	232405	537	preparation_text		2,561	537	537	537	537	1	232405	537	2,561	537	537	537	537	1	232405	537	567	567	567	567	1	232375	567	0			0			0	232375	232942	140,26													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		430	215	160	270	2	152868	160	preparation_text		2,49939	430	215	160	270	2	152868	160	2,49939	430	215	160	270	2	152868	160	480	240	180	300	2	152848	180	0			0			0	152848	153028	84,52													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		163	163	163	163	1	386116	163	preparation_text		2,52903	163	163	163	163	1	386116	163	2,52903	163	163	163	163	1	386116	163	183	183	183	183	1	386096	183	0			0			0	386096	386279	74,58													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		547	182	127	230	3	304212	127	preparation_text		2,43997	547	182	127	230	3	304212	127	2,43997	547	182	127	230	3	304212	127	613	204	147	257	3	304192	147	0			0			0	304659	304339	127,24													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		207	207	207	207	1	194201	207	preparation_text		2,44262	207	207	207	207	1	194201	207	2,44262	207	207	207	207	1	194201	207	233	233	233	233	1	194175	233	0			0			0	194175	194408	136,18													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		5363	199	63	440	27	74557	103	preparation_text		2,5584	5363	199	63	440	27	74557	103	2,5584	6320	2107	663	4660	3	74557	663	6473	2158	720	4710	3	74501	720	0			0			19	74501	75221	326,63													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		9973	285	63	623	35	121084	207	preparation_text		2,53975	9973	285	63	623	35	121084	207	2,53975	10990	3663	390	9653	3	121084	390	11123	3708	440	9710	3	121034	440	0			0			29	121034	121474	292,72													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		7163	287	97	767	25	349012	140	preparation_text		2,49472	7163	287	97	767	25	349012	140	2,49472	7907	7907	7907	7907	1	349012	7907	7973	7973	7973	7973	1	348946	7973	0			0			21	348946	356919	476,31													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		12063	268	70	850	45	264642	70	preparation_text		2,62581	12063	268	70	850	45	264642	70	2,62581	13423	2237	70	10430	6	264642	580	13670	2278	123	10443	6	264588	633	0			0			32	264588	265222	360,07													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		13457	275	60	883	49	233902	183	preparation_text		2,53144	13153	274	60	883	48	233902	183	2,52764	15750	7875	777	14973	2	233902	777	15880	7940	840	15040	2	233838	840	0			0			40	233838	234678	478,3													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		7708	234	87	460	33	150100	151	preparation_text		2,47233	7557	236	87	460	32	150545	140	2,47212	8655	1731	140	4157	5	150100	151	8871	1774	151	4217	5	150100	151	0			0			23	150488	150251	282,73													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		9673	285	70	567	34	383179	217	preparation_text		2,49984	9673	285	70	567	34	383179	217	2,49984	10570	5285	217	10353	2	383179	217	10653	5327	243	10410	2	383152	243	0			0			29	388132	383396	411,95													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		5973	221	60	523	27	307375	107	preparation_text		2,50419	5973	221	60	523	27	307375	107	2,50419	6633	2211	433	3323	3	307375	2877	6823	2274	500	3380	3	307309	2943	0			0			21	307309	310252	409,91													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		14550	231	60	863	63	196915	157	preparation_text		2,40157	14550	231	60	863	63	196915	157	2,40157	17077	17077	17077	17077	1	196915	17077	17140	17140	17140	17140	1	196851	17140	0			0			51	196851	213992	483,57													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		13377	279	93	560	48	421613	163	preparation_text		2,56995	13377	279	93	560	48	421613	163	2,56995	14723	3681	143	14017	4	421613	163	14863	3716	163	14060	4	421566	210	0			0			39	421566	421776	313,72													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		2520	180	93	643	14	75274	643	preparation_text		2,58311	2520	180	93	643	14	75274	643	2,58311	2823	706	123	1730	4	75274	643	3017	754	167	1773	4	75221	697	0			0			10	75221	75917	480,14													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		3880	194	70	447	20	112468	200	preparation_text		2,56073	3880	194	70	447	20	112468	200	2,56073	4533	1511	510	2837	3	112468	2837	4703	1568	593	2863	3	112441	2863	0			0			16	112441	115304	89													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		5223	201	97	360	26	340792	97	preparation_text		2,42613	5223	201	97	360	26	340792	97	2,42613	6607	6607	6607	6607	1	340792	6607	6663	6663	6663	6663	1	340736	6663	0			0			21		347399														
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		6759	211	73	520	32	264116	199	preparation_text		2,78095	6560	212	73	520	31	265282	187	2,7763	7579	842	199	2607	9	264116	199	7919	880	199	2667	9	264116	199	0			0			20	265222	264315	508,55													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		5232	218	103	547	24	226116	262	preparation_text		2,61424	4970	216	103	547	23	226432	103	2,62465	5895	1965	147	5512	3	226116	5512	6019	2006	197	5512	3	226116	5512	0			0			20	233642	231628	295,58													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		5330	254	100	580	21	150281	207	preparation_text		2,51434	5330	254	100	580	21	150281	207	2,51434	5860	1172	207	2247	5	150281	207	6067	1213	237	2293	5	150251	237	0			0			16	150251	150488	153,16													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		6467	231	117	447	28	378436	180	preparation_text		2,68608	6467	231	117	447	28	378436	180	2,68608	7307	1827	117	4500	4	378436	4500	7483	1871	157	4533	4	378402	4533	0			0			23	378402	382936	273,76													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		4610	220	110	693	21	302385	110	preparation_text		2,4652	4610	220	110	693	21	302385	110	2,4652	5080	726	223	1377	7	302385	913	5393	770	253	1433	7	302359	940	0			0			14	302359	303299	156,48													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		4517	188	63	383	24	188335	110	preparation_text		2,48983	4517	188	63	383	24	188335	110	2,48983	5460	2730	373	5087	2	188335	5087	5540	2770	403	5137	2	188285	5137	0			0			18	188285	193421	400,66													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		7483	214	87	477	35	416519	110	preparation_text		2,62929	7483	214	87	477	35	416519	110	2,62929	8530	1422	143	3070	6	416519	1937	8823	1471	193	3110	6	416469	1987	0			0			27	416469	418456	386,21													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		16473	209	90	973	79	88734	200	preparation_text		2,41849	16160	210	90	973	77	88734	200	2,41899	18639	6213	1313	15603	3	88734	1723	18783	6261	1337	15659	3	88671	1787	0			0			74	88671	90458	397,72													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		9745	207	59	487	47	133634	130	preparation_text		2,43393	9687	211	93	487	46	133634	130	2,43401	10915	3638	250	10142	3	133634	523	10999	3666	287	10162	3	133608	550	0			0			44	133608	134158	112,09													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		15123	256	47	767	59	358326	133	preparation_text		2,43009	15077	260	83	767	58	358326	133	2,43008	16840	16840	16840	16840	1	358326	16840	16884	16884	16884	16884	1	358282	16884	0			0			56	358282		393,82													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		860	172	93	263	5	298205	263	preparation_text		2,43853	860	172	93	263	5	298205	263	2,43853	943	943	943	943	1	298205	943	957	957	957	957	1	298192	957	0			0			4	298192	299149	53,75													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		8968	256	78	810	35	251015	130	preparation_text		2,41876	8890	261	120	810	34	251015	130	2,41775	9824	4912	2037	7788	2	251015	2037	9891	4946	2077	7814	2	250975	2077	0			0			33	250975	253052	217,37													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		9235	185	88	547	50	174601	277	preparation_text		2,39255	9147	187	103	547	49	174601	277	2,39223	10498	10498	10498	10498	1	174601	10498	10542	10542	10542	10542	1	174558	10542	0			0			49	174558		307,59													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		11960	249	80	923	48	399749	120	preparation_text		2,40866	11870	253	80	923	47	399749	120	2,40856	13073	6537	2130	10943	2	399749	2130	13110	6555	2160	10950	2	399719	2160	0			0			46	399719	401879	194,21													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		12127	187	63	457	65	317555	197	preparation_text		2,39564	12127	187	63	457	65	317555	197	2,39564	13937	6968	4680	9257	2	317555	9257	14023	7012	4737	9287	2	317525	9287	0			0			62	317525	326812	154,75													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		5838	209	71	387	28	216565	127	preparation_text		2,33364	5767	214	110	387	27	216565	127	2,33322	6551	6551	6551	6551	1	216565	6551	6605	6605	6605	6605	1	216512	6605	0			0			27	216512		334,13													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		5159	198	97	427	26	444426	177	preparation_text		2,47385	4990	200	97	427	25	444426	177	2,47431	5849	2925	2853	2997	2	444426	2997	5916	2958	2893	3023	2	444399	3023	0			0			23	444399		178,56													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		280	280	280	280	1	82997	280	preparation_text		2,48172	280	280	280	280	1	82997	280	2,48172	280	280	280	280	1	82997	280	303	303	303	303	1	82974	303	0			0			0	82974	83277	73,16													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		1730	173	113	237	10	133471	137	preparation_text		2,42417	1730	173	113	237	10	133471	137	2,42417	1883	628	113	1633	3	133471	137	1977	659	153	1660	3	133444	163	0			0			7	133444	133608	120,81													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		1170	167	107	273	7	356956	203	preparation_text		2,3959	1170	167	107	273	7	356956	203	2,3959	1327	1327	1327	1327	1	356956	1327	1363	1363	1363	1363	1	356919	1363	0			0			6	356919	358282	204,04													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		1267	253	143	397	5	269758	193	preparation_text		2,53497	1267	253	143	397	5	269758	193	2,53497	1327	442	160	973	3	269758	193	1413	471	187	1003	3	269728	223	0			0			2	269728	269952	178,09													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		230	230	230	230	1	253072	230	preparation_text		2,35738	230	230	230	230	1	253072	230	2,35738	230	230	230	230	1	253072	230	250	250	250	250	1	253052	250	0			0			0	253052	253302	70,05													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		3030	216	97	387	14	170385	173	preparation_text		2,40638	3030	216	97	387	14	170385	173	2,40638	3430	1715	1613	1817	2	170385	1817	3497	1748	1657	1840	2	170361	1840	0			0			11	170361	172201	99,96													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		607	202	127	257	3	398996	127	preparation_text		2,27706	607	202	127	257	3	398996	127	2,27706	723	723	723	723	1	398996	723	750	750	750	750	1	398969	750	0			0			1	398969	399719	107,56													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		2183	198	70	513	11	315095	173	preparation_text		2,36443	2183	198	70	513	11	315095	173	2,36443	2430	2430	2430	2430	1	315095	2430	2467	2467	2467	2467	1	315059	2467	0			0			10	315059	317525	201,06													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		1907	238	107	483	8	214415	167	preparation_text		2,30757	1907	238	107	483	8	214415	167	2,30757	2097	2097	2097	2097	1	214415	2097	2120	2120	2120	2120	1	214392	2120	0			0			7	214392	216512	67,14													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		1387	231	133	333	6	442399	133	preparation_text		2,47794	1387	231	133	333	6	442399	133	2,47794	1493	747	133	1360	2	442399	133	1553	777	167	1387	2	442366	167	0			0			4	443013	442533	102,2													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		1810	181	100	490	10	75967	137	preparation_text		2,4925	1810	181	100	490	10	75967	137	2,4925	2023	674	307	1363	3	75967	307	2123	708	357	1390	3	75917	357	0			0			7	75917	76274	288,84													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		1607	268	147	557	6	115364	557	preparation_text		2,5347	1607	268	147	557	6	115364	557	2,5347	1653	413	150	563	4	115364	557	1833	458	173	617	4	115304	617	0			0			2	115304	115921	355,18													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		360	180	130	230	2	347466	130	preparation_text		2,17336	360	180	130	230	2	347466	130	2,17336	387	387	387	387	1	347466	387	453	453	453	453	1	347399	453	0			0			1	347399	347852	277,02													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		1240	207	173	283	6	267945	240	preparation_text		2,66439	1240	207	173	283	6	267945	240	2,66439	1297	432	177	683	3	267945	437	1407	469	200	713	3	267888	493	0			0			3	267888	268382	385,98													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		1137	162	70	253	7	231665	210	preparation_text		2,73061	1137	162	70	253	7	231665	210	2,73061	1267	633	357	910	2	231665	357	1340	670	393	947	2	231628	393	0			0			5	231628	232022	270,88													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		1930	214	130	380	9	152501	347	preparation_text		2,40672	1930	214	130	380	9	152501	347	2,40672	2050	513	200	973	4	152501	347	2227	557	247	993	4	152441	407	0			0			5	152441	152848	390,16													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		1073	179	70	260	6	384896	260	preparation_text		2,52066	1073	179	70	260	6	384896	260	2,52066	1200	1200	1200	1200	1	384896	1200	1247	1247	1247	1247	1	384849	1247	0			0			5	384849	386096	215,2													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		2340	260	140	547	9	303329	140	preparation_text		2,43487	2340	260	140	547	9	303329	140	2,43487	2470	618	140	1360	4	303329	790	2593	648	163	1403	4	303299	820	0			0			5	303299	306739	235,62													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		463	463	463	463	1	195765	463	preparation_text		2,33644	463	463	463	463	1	195765	463	2,33644	463	463	463	463	1	195765	463	503	503	503	503	1	195725	503	0			0			0	195725	196228	267,88													
7_christoph_käsweber	christoph_käsweber	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		557	186	113	223	3	418489	223	preparation_text		2,647	557	186	113	223	3	418489	223	2,647	567	283	113	453	2	418489	453	623	312	137	487	2	418456	487	0			0			1	418456	418943	260,83													
8_Emil_Berent	Emil_Berent	Timeline1	arab_pizza	1	pizza	calories		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
8_Emil_Berent	Emil_Berent	Timeline1	arab_pizza	1	pizza	duration		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
8_Emil_Berent	Emil_Berent	Timeline1	arab_pizza	1	pizza	easiness		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
8_Emil_Berent	Emil_Berent	Timeline1	arab_pizza	1	pizza	ingredients		2647	441	220	617	6	2695	220	preparation_text	preparation_text	2,66369	2647	441	220	617	6	2695	220	2,66369	2773	2773	2773	2773	1	2695	2773	2843	2843	2843	2843	1	2625	2843	0			0			5	2625	5469	269,57													
8_Emil_Berent	Emil_Berent	Timeline1	arab_pizza	1	pizza	picture		2732	273	157	530	10	0	235	preparation_text	preparation_text	2,66048	2497	277	157	530	9	279	263	2,65657	3082	1541	1067	2015	2	0	2015	3112	1556	1097	2015	2	0	2015	0			0			7		2015														
8_Emil_Berent	Emil_Berent	Timeline1	arab_pizza	1	pizza	preparation_text		21098	229	60	1421	92	2272	123	preparation_text	preparation_text	2,65027	19220	214	60	477	90	2272	123	2,65862	24724	4121	353	19793	6	2272	353	24934	4156	373	19837	6	2252	373	0			0			70	2252	2625	63,11													
8_Emil_Berent	Emil_Berent	Timeline1	arab_pizza	1	pizza	preparation_time		663	221	177	247	3	2075	177	preparation_text	preparation_text	2,5963	663	221	177	247	3	2075	177	2,5963	707	353	177	530	2	2075	177	793	397	237	557	2	2015	237	0			0			1	2015	2252	312,23													
8_Emil_Berent	Emil_Berent	Timeline1	arab_pizza	1	pizza	rating		250	250	250	250	1	28332	250	preparation_text	preparation_text	2,64991	250	250	250	250	1	28332	250	2,64991	250	250	250	250	1	28332	250	293	293	293	293	1	28289	293	0			0			0	28289	28582	162,99													
8_Emil_Berent	Emil_Berent	Timeline1	chilli	1	chili	calories		0				0			picture	picture		0				0				0				0			0				0			0			0			0																
8_Emil_Berent	Emil_Berent	Timeline1	chilli	1	chili	duration		0				0			picture	picture		0				0				0				0			0				0			0			0			0																
8_Emil_Berent	Emil_Berent	Timeline1	chilli	1	chili	easiness		0				0			picture	picture		0				0				0				0			0				0			0			0			0																
